Point,Longitude,Latitude,weekday_daytime_no2,weekday_nighttime_no2,population_1000m,population_3000m,population_5000m,roadlength_1000m,roadlength_3000m,roadlength_5000m
361,11.428766,48.769444,27.63669053,24.10283654,7810.61084,52190.27344,96868.32813,30919.14258,197362.1094,397479.7188
362,11.442591,50.103135,22.58493919,21.5734749,6206.163086,18006.32813,23229.64453,28473.43945,131402.6563,206149.0938
363,11.449471,51.759516,33.52242837,21.44494231,4398.276855,15054.7168,16124.24023,29299.59961,95066.42188,116130.1797
364,11.46445,48.18169,26.62030829,25.17256731,12510.92676,85667.3125,237701.25,28944.53516,189332.5,473411.125
365,11.536513,48.149606,96.39971002,58.91425481,20015.48047,158320.4531,411146.8125,37377.23438,301588.1875,808960.875
366,11.554669,48.154534,35.6210732,30.57602404,19995.36328,162948.5625,418710.0625,38025.95703,310753.1563,782484.1875
367,11.564924,48.137252,64.72277503,40.20925962,20335.24805,165796.5938,431906.0938,44231.45313,335687.9375,850612.9375
368,11.570088,49.943637,33.90814743,24.53834135,9338.841797,42463.11719,62149.6875,34114.54688,162026.8438,267613.2188
369,11.597062,50.933513,16.2964844,18.02287157,11152.55957,42652.46875,66171.98438,34046.09375,153406.4688,262800.8125
370,11.611464,52.127899,17.7264248,20.64387735,8307.742188,56014.94141,123992.625,30166.33203,239594.9688,526042.5625
371,11.631919,52.131742,31.74819872,24.56428296,8198.713867,58305.90625,128744.3203,32904.86719,237504.2031,523679.1875
372,11.632669,52.12076,43.74494997,27.24831569,6139.872559,58469.50781,124051.7891,24955.0332,221710.5313,528341.5625
373,11.661233,50.791616,6.009259882,5.921686567,0.346697,477.402313,2121.356201,1762.716064,19453.52148,67490.42969
374,11.73846,52.99875,8.650346933,9.576286961,2732.209473,11710.2793,14684.68848,20219.36914,80156.46094,130741.5938
375,11.738962,51.803534,19.90931755,18.71440694,3702.894775,17577.17188,24254.25,21373.93164,106244.1406,183905.1875
376,11.777818,48.853211,11.7288963,12.26009718,184.440063,1383.713867,4843.94873,5155.361328,35303.8125,92283.67188
377,11.850274,52.602056,10.43666574,12.27654634,4513.749512,19161.73438,23168.64063,35303.73438,117327.4922,144350.9219
378,11.864763,52.268354,12.11610987,15.58416988,2901.661133,10801.85352,12654.7168,25519.13281,83875.84375,109310.9375
379,11.879245,48.909518,24.0827378,18.05154808,2167.551514,11174.59375,17660.19141,23737.48828,116461.8906,213162.2813
380,11.891412,51.837306,9.107815642,10.77646946,201.250565,857.786316,2523.757568,6507.124023,23025.35938,79842.20313
381,11.897492,50.320611,17.02160606,18.83645673,4864.391602,25930.93555,37259.63281,22646.97852,145126.3125,251230.0469
382,11.948795,48.904228,21.04740144,18.65135659,608.84613,5103.620117,13384.18359,7668.663086,55391.85156,152375.2344
383,11.96096,51.197249,19.36049888,13.51176241,4366.507812,19625.14258,25314.47656,23506.47656,118914.8594,175238.75
384,11.979056,51.496185,17.15283124,18.68566619,8686.03418,61532.71875,118420.4297,33666.41016,205704.1563,417905.5
385,11.981314,51.494756,54.88911068,35.58784124,8750.183594,62941.32422,119751.5938,29591.35156,205749.625,419622.8438
386,11.983406,51.475164,31.62069152,23.79961994,10893.48731,67913.90625,140736.0156,29028.82422,203794.2344,479744.5
387,12.032141,51.321364,12.62095411,14.13573985,762.639832,6259.748047,26644.41016,18740.31836,65405.75781,198149.3438
388,12.064708,53.817775,6.805209199,7.299352267,238.234268,565.797119,2978.29834,5458.049316,18437.14258,55744.99219
389,12.0749,50.877923,17.09832133,16.83898077,7174.613281,37448.27344,63510.03125,31128.48047,174151.9531,327526.4375
390,12.080003,54.17133,12.76996418,12.10571581,6050.561035,21934.37109,51518.26172,19573.85938,74779.5,163330.1094
391,12.09792,54.17729,17.86875691,17.03755482,3645.725098,15804.19531,42886.04688,12691.31348,37704.81641,118137.3516
392,12.099553,54.09262,35.34962738,20.5464497,7697.42627,44847.05859,88067.70313,27581.63672,166308.4219,317646.6563
393,12.101557,49.015245,48.61770569,33.16565657,8270.904297,63578.28906,113091.0938,33502.17969,244686.1719,441263.25
394,12.128139,49.321955,20.94430105,20.41413462,1864.918213,12754,20237.02344,19936.72266,128292.1016,219487.9531
395,12.138054,50.486138,26.72986061,18.43641236,7525.935547,34451.23438,46059.75391,24746.10547,168508.6875,277175.8438
396,12.141994,54.092278,44.96617647,24.90400219,5596.776855,46509.60156,84703.40625,22610.45117,173005.8906,318807.4688
397,12.157051,48.539801,31.9460243,24.93672115,7565.385742,47089.46875,67828.67969,25431.76563,201315.9063,329658.6563
398,12.159361,49.67895,26.6540066,24.58782692,5705.979004,26610.36328,36698.99609,31441.65625,153715.1875,247517.375
399,12.174105,54.161555,10.49584718,11.39915507,148.514313,6984.412598,28969.79492,2989.521729,21341.65625,83600.92188
400,12.175512,53.78175,8.922930464,7.532063335,3073.144043,14965.46875,21031.05859,19893.09961,82099.32031,128525.6953
401,12.188324,47.648459,39.44003303,30.39408173,1016.000854,8098.334473,16920.95117,8146.691406,79196.6875,175895.1094
402,12.205199,50.655861,15.62524008,15.44811538,5817.40625,12318.98047,17676.11914,31246.10547,88885.76563,154442.7188
403,12.211112,50.608136,8.6937787,9.403980769,211.681,5061.238281,16954.28516,6807.301758,67131.92969,190891.1563
404,12.244764,51.840576,21.58074074,16.39364598,5998.451172,27487.57422,49473.91406,33173.66406,135680.3125,237057.9219
405,12.297411,51.317905,15.83235506,16.14550193,9169.855469,66855.42188,120872.4453,29065.41797,157704.0313,352409.5
406,12.302866,51.651166,14.62030904,15.88976424,2216.404053,13720.56445,34507.5,12674.14258,67247.57813,203246.0313
407,12.334686,51.335872,46.44288243,29.06998077,10738.09473,71945.71875,194336.6094,33209.67188,182526.7344,527432.5625
408,12.377163,51.344164,49.02042202,31.57233333,12926.80469,90937.69531,211750.4688,30514.82422,278004.8125,615564.9375
409,12.437621,50.987758,20.39649279,17.17862452,7053.145996,23595.47266,29453.07031,34812.61719,112440.3672,201222.4844
410,12.463929,53.396348,6.461263508,7.090572557,12.439863,438.073486,1234.174316,236.799149,8752.87793,39903.88672
411,12.468739,50.354783,13.73433389,10.25405039,2118.650391,6073.725586,11507.18945,15529.41602,62861.63281,148978.9375
412,12.486621,50.720405,29.67539423,23.02856112,7699.113281,41551.11719,66090.53906,25301.37109,160115.8594,316517.125
413,12.493056,51.125,22.56764983,18.11021802,4627.115723,10494.59766,15610.72461,20203.41406,63430.36719,120243.7813
414,12.538174,48.021657,18.5406775,18.30697596,2230.202637,8728.237305,14745.21484,15609.55762,63986.14844,141386.9688
415,12.542056,50.826001,22.76831252,20.1071078,6022.87793,16507.52734,21632.09766,26745.3418,110472.5547,182992.9688
416,12.548376,52.409309,31.09824842,21.3811063,5260.117676,28752.08398,44608.01563,22154.54102,101271.7734,199830.4375
417,12.548869,49.438464,6.71046832,6.897093976,57.587662,835.085693,2843.953125,2145.73584,23824.7793,79066.13281
418,12.552303,52.420442,12.79502801,14.03109252,4551.613281,29677.80078,43147.32422,17506.60547,110747.0469,182039.6563
419,12.561389,52.194225,6.584420908,7.263902791,0,72.668861,1293.213623,0,1827.499268,18168.57617
420,12.59827,51.867471,38.55503066,22.59236058,3654.587402,13281.05859,25759.16797,17706.27344,59251.69141,165721.1719
421,12.663663,51.870852,11.77488002,12.93518287,3959.291016,13676.94141,21950.30859,27521.53516,101574.6094,191358.4063
422,12.721938,54.436985,5.059212279,5.480715005,98.53302,1441.485107,2054.382812,2146.942627,20439.83594,38493.92969
423,12.781387,48.182835,14.40449047,15.88694833,567.671021,5491.207031,25863.88672,9276.329102,71471.98438,198408.7813
424,12.809481,52.93189,19.01835262,16.59923077,3614.61499,12365.12402,17161.38672,19631.84766,73585.9375,111842.6484
425,12.829314,48.177175,23.86646184,21.33325481,4024.370605,15499.84082,19583.48828,20835.47266,88124.94531,171680.0313
426,12.885194,52.608609,10.68793284,12.09728365,2859.515381,6731.269043,9209.291992,18121.05859,44489.03516,73503.51563
427,12.903367,50.84574,46.11153803,31.81668759,5604.003418,57516.63672,121172.4063,20833.00195,176878.3594,390000.5625
428,12.959368,50.85519,16.54245367,12.49458654,3517.588867,32998.04688,83779.02344,8255.660156,86586.57031,304964.2188
429,12.997278,50.570872,21.72974202,17.80280888,3964.96167,13804.78516,23285.00391,32439.71484,98170.55469,192357.0938
430,13.009406,51.303772,8.825515608,9.161538835,64.874031,414.48938,2484.495605,3598.340088,15554.23633,68400.625
431,13.031662,53.141303,4.344978966,4.542321249,12.836886,263.774994,700.277344,714.842163,11189.94238,27160.72266
432,13.037474,52.393932,43.59819857,26.50453102,6936.237793,42599.65625,79730.5625,15323.08496,114043.7422,266474.8438
433,13.059945,52.401352,15.91316515,15.7738677,11879.23242,50085.57813,86384.25,27683.27344,147027.7031,291881.0313
434,13.08101,54.31923,21.44918666,15.16098901,4775.990234,29415.74609,39948.75391,25776.11523,120637.5313,175377.7813
435,13.094618,52.388869,40.76375344,28.8407696,8933.116211,48990.0625,93852.9375,29370.98828,168391.4375,318059.0625
436,13.123698,52.484168,14.52312948,13.02960558,1655.182983,11313.58203,33769.37891,10166.27344,65544.40625,154411.5938
437,13.225144,52.473192,12.08534483,12.80800193,170.498169,4023.989258,85477.46875,138.531403,24342.53711,335948.3438
438,13.26644,53.559784,23.010423,17.05988113,7320.771973,31142.3418,44800.84375,32379.74219,124926.6641,202979.8125
439,13.296081,52.653269,12.21566195,12.23872144,733.717896,19157.55273,47749.72656,6565.782715,159353.4688,338768.1875
440,13.31825,52.463611,55.50794403,37.46031371,16666.84766,122552.6563,335309.6875,47410.89063,337358.9375,813254.4375
441,13.332972,52.5066,54.25351539,34.28900433,15318.69141,141795.1875,385717.5938,33180.23047,302988.9688,751435.5625
442,13.342138,54.323514,4.378518109,4.59709073,561.276611,1061.843262,2222.249023,8356.314453,22957.34766,53840.96094
443,13.346826,50.9163,25.84466001,21.84477152,7927.483398,29001.81055,35758.99609,32530.30859,107648.625,170697.25
444,13.348775,52.485814,25.86579166,24.24351923,17020.14648,142931.9688,371742.5,39800.14844,316808.1875,787107.5
445,13.349326,52.543041,30.4611198,28.92208418,15696.33398,128827.8203,360997.1875,26264.61719,203908.5469,592236.875
446,13.368103,52.398406,13.16218499,15.23231513,5352.165039,69645.39844,181753.9844,3634.098145,137678.0938,387852.9688
447,13.38772,52.438115,57.68274136,37.35619231,13278.77539,121986.3438,320290.5,20949.78906,195410.5156,598428.5625
448,13.418833,52.513606,30.15630182,24.90898936,17266.19922,149400.125,390798.4375,32080.91211,284228.2188,696640
449,13.420573,48.947611,4.834200362,4.05919708,0,0,552.417297,0,3741.832031,21684.70703
450,13.422039,48.573629,37.44125138,29.80588942,4328.963867,23628.52734,38276.53125,19447.80469,126234.1641,237284.9063
451,13.424304,52.349703,14.74997525,17.37210577,2221.649658,12578.22656,36236.46875,22956.16016,112151.625,220237.0938
452,13.430844,52.489451,28.22840334,25.9723461,15929.41113,128344.5625,370373.125,37721.78516,242793.4375,633115.5
453,13.433967,52.481709,62.15949059,36.54991827,15886.97363,121416.7031,360997.1875,44117.58594,222867.9375,605692.0625
454,13.441654,52.467534,58.33312604,39.84141482,15811.60352,117425.2188,337167.125,33363.84375,204101.6406,570562.1875
455,13.465078,50.659097,7.843163636,8.373602333,90.850372,3587.993652,4711.210938,5119.541016,61904.69922,110569.0313
456,13.469931,52.514072,50.07373681,36.17921559,16867.80469,138407.3438,378290,35797.67969,222598.5938,631834.5625
457,13.483079,52.644169,14.97984567,14.20717391,2405.391846,25239.01758,67040.40625,7857.290039,84833.71875,271761.1563
458,13.526796,51.462734,11.86716451,13.18163059,2294.375977,6196.782715,9569.736328,17027.51367,63340.88672,114025.3906
459,13.529504,52.485296,21.53877941,20.47301013,14040.62012,97054.92188,292657.8438,33391.48828,177470.7813,516085.4063
460,13.582269,52.677651,28.90608313,21.58489423,4811.056152,18786.57031,33579.92969,26077.10742,130594.7422,268471.3438
461,13.64705,52.447697,13.15226992,13.98322471,3030.452148,18333.83008,83194.17188,7660.678711,46353.10156,287390.8438
462,13.675005,51.119514,12.87834211,13.0610625,1256.110596,18866.81641,68671.52344,10237.80371,141871.1719,314380.5938
463,13.730205,51.036105,20.03538526,18.38081435,11521.09668,84691.46875,204017.0625,36405.53906,235708.9844,557023.4375
464,13.731608,51.026294,51.58363839,28.39764592,9130.411133,67894.85156,180524.3125,27353.64453,202529.1094,527129.9375
465,13.741397,51.06493,35.04708241,24.96938953,11001.90918,88541.90625,206313.3125,24698.04102,200310.0625,511519.25
466,13.75145,50.731478,7.201668059,7.074546332,120.288773,818.275269,3568.312256,4179.510254,18830.62109,70101.00781
467,13.822211,52.832467,28.04087125,18.14023786,3330.250977,14542.25,22924.51367,24608.28906,86472.04688,130377.7031
468,13.84825,52.481882,22.57096472,16.89637019,809.265015,4705.547363,10929.21094,9075.912109,37827.77344,115425.9531
469,14.015252,52.563835,9.034953116,10.10318422,117.365601,671.426392,3050.345703,1294.38623,16344.09375,64930.80469
470,14.057064,51.897598,6.37156172,6.48414445,0,2.236334,1509.93396,0,528.153992,32240.15234
471,14.257407,53.520456,6.524783701,7.101092896,76.204575,424.88858,1323.876953,4155.37793,16159.48535,49179.71484
472,14.285139,53.064262,9.499509777,8.118902791,2975.166748,10239.6084,18094.55859,25814.91797,75736.24219,115160.7969
473,14.327998,51.756593,37.32835083,22.81753749,8801.382812,43177.30859,68985.28125,36849.19141,170673.8906,322200.25
474,14.33447,51.746848,14.02551183,14.33201636,7483.016602,41033.72656,69355.46875,27094.77539,177371.9375,315167.1563
475,14.3764,51.5645,10.40396466,9.259825919,2443.815186,8508.478516,13233.43066,24119.83203,87208.64063,125638.1172
476,14.443771,51.175669,15.68996657,14.2002666,5706.721191,23145.01172,30834.47852,28233.04102,118493.7266,191594.4844
477,14.52596,52.33468,12.17642956,14.42949783,4768.505371,27027.16406,45057.9375,27406.00391,159037.1094,254149.4844
478,14.538595,52.337336,40.55810088,27.07344712,5849.279785,30621.39258,45168.35547,32131.08984,165610.5781,256128.2344
479,14.638166,52.146264,10.0182076,9.613708514,3346.761475,17645.52148,22913.61914,22871.81836,104548.7891,138816.6719
480,14.749731,51.285356,8.343353881,9.194259715,349.389618,1304.717773,3674.489502,7693.701172,35597.76953,85402.74219
481,14.822846,50.892377,13.54269295,13.04343674,3215.750977,17896.92188,27846.87109,19624.63672,104287.6719,189150.7188
482,14.973958,51.155801,27.56128405,18.5447107,7664.15625,38546.43359,62141.46094,24448.04102,156372.625,283941.9063
